,text,verbose label,course label,fine label
1865,Hur många färgade rutor finns det på en Rubiks kub?,NUM:count,3,38
1866,Var ligger Mayo Clinic?,LOC:other,4,35
1867,Vilken karibisk ö kallas ibland Little England?,LOC:other,4,35
1868,Var ligger Amsterdam?,LOC:other,4,35
1869,Var hittar jag texten till låten ''Att gifta sig idag'' från musikalen ''Company''?,LOC:other,4,35
1870,"Vad är ett annat ord som betyder ""vet allt""?",ENTY:word,2,27
1871,"Vem är den berömda filmstjärnan som också agerade som avloppskommissionär i Provo Canyon, Utah?",HUM:ind,5,30
1872,Vilken australisk stad blev America's Cup hem?,LOC:city,4,32
1873,Aspartam är känt under vilket annat namn?,ENTY:termeq,2,25
1874,Vad är pasta?,DESC:def,0,2
1875,Namnge Randy Crafts advokat.,HUM:ind,5,30
1876,"Vilken färg är ""ask""?",ENTY:color,2,8
1877,Vad är det bästa universitetet på distans?,HUM:gr,5,29
1878,Vilken flod är Grand Coulee Dam damm til?,LOC:other,4,35
1879,Hur ofta föds fyrlingar?,NUM:other,3,43
1880,Hur försvinner psorisis?,DESC:manner,0,4
1881,Hur många presidenter har dött den 4 juli?,NUM:count,3,38
1882,Vilka tre färger finns på den franska flaggan?,ENTY:color,2,8
1883,Vad är mysteriet med Bermudatriangeln?,DESC:desc,0,3
1884,Vilka är världens sju underverk?,ENTY:other,2,17
1885,Vad står CNN för?,ABBR:exp,1,1
1886,Vad heter en person som gillar eld?,HUM:ind,5,30
1887,Vem porträtterade Vincent Van Gogh i Lust for Life?,HUM:ind,5,30
1888,Vad utgör en vuxen?,ENTY:other,2,17
1889,Vad är en pålitlig webbplats där jag kan ladda ner Heretic 2?,LOC:other,4,35
1890,Vad är en neurokirurg?,DESC:def,0,2
1891,"Vilket baseballresultat krävde nio bollar 1879, åtta bollar 1880 och sju bollar 1881?",ENTY:sport,2,21
1892,Vad är amaretto kex?,DESC:def,0,2
1893,Vilken vanlig sjukdom kan du inte fånga på nordpolen?,ENTY:dismed,2,11
1894,Vilken säsong börjar med vårdagjämningen?,NUM:date,3,39
1895,Vem var känd som Time Master i serietidningar?,HUM:ind,5,30
1896,Vad hette Roy Rogers hund?,ENTY:animal,2,6
1897,Vilka TV-serier ändrade namnen för att skydda de oskyldiga?,ENTY:cremat,2,9
1898,Var rullade linbanor först ner på Clay Street 1873?,LOC:other,4,35
1899,Vad är George Lucas e-postadress?,LOC:other,4,35
1900,Hur ger jag en bra massage?,DESC:manner,0,4
1901,Vem är datorns far?,HUM:ind,5,30
1902,"Vad är ursprunget till ""jiggy"" som att bli jiggy med det?",DESC:desc,0,3
1903,Vad är ursprunget till am och pm?,DESC:desc,0,3
1904,Vad är definitionen av kosmologi?,DESC:def,0,2
1905,Vad heter hunden på Cracker Jack-förpackningen?,ENTY:animal,2,6
1906,Vad är manifesterade och latenta funktionsteorier?,DESC:def,0,2
1907,Vilken William Styron-bok handlar om en svart predikant som leder ett slavrevol?,ENTY:cremat,2,9
1908,Vad är den kemiska symbolen för kväve?,ENTY:symbol,2,23
1909,"Vem sa: ""Gamla soldater dör aldrig, de bleknar bara""?",HUM:ind,5,30
1910,Vilket National League-basebollag anställde 72 tredje basmän under sina första två säsonger?,HUM:gr,5,29
1911,Vad är snöbollar för en hot-rodder?,DESC:def,0,2
1912,Hur långa var Tyrannosaurus Rex tänder?,NUM:dist,3,40
1913,Vad är ursprunget till ordet Ozymandias?,DESC:desc,0,3
1914,Vem är den enda mannen som har vunnit den olympiska tiokampen två gånger?,HUM:ind,5,30
1915,Vilken kenyansk stad är safaricentret för Östafrika?,LOC:city,4,32
1916,Varför snarkar män?,DESC:reason,0,5
1917,"Vad orsakar ""rullande åska""?",DESC:reason,0,5
1918,Vad heter Miss India 1994?,HUM:ind,5,30
1919,Vilka fyra amerikanska stater har aktiva vulkaner?,LOC:state,4,36
1920,Vad är scenen för John Le Carres A Small Town in Germany?,DESC:desc,0,3
1921,Hur ser en echidna ut?,DESC:desc,0,3
1922,Vad är universums hemlighet?,DESC:desc,0,3
1923,Vem var den andra mannen som gick på månen?,HUM:ind,5,30
1924,Vilken viktoriansk romanförfattare tillbringade lika mycket tid på postkontoret som han han gjorde skrivandes?,HUM:ind,5,30
1925,Vad orsakade ett avskjutande av FN: s generalförsamlings 25-årsjubileum?,DESC:reason,0,5
1926,Major league basebollaget i Pittsburgh heter vad?,HUM:gr,5,29
1927,Vad heter den islamiska motsvarigheten till Röda korset?,ENTY:termeq,2,25
1928,Vilket år spelades de olympiska spelen där Nadia Comaneci blev populär?,NUM:date,3,39
1929,Vad är glas gjort av?,ENTY:substance,2,22
1930,Hur köpte Lee Harvey Oswald sitt gevär?,DESC:manner,0,4
1931,Hur sjunger jag som Elvis Presley?,DESC:manner,0,4
1932,Vilka är de största indiska flygplatserna?,LOC:other,4,35
1933,Vad är folkhistorien angående fågelbon och fåglar i julgranar?,ENTY:cremat,2,9
1934,"Vilka är världens tre största hav, i storleksordning?",LOC:other,4,35
1935,Vem är påven?,HUM:ind,5,30
1936,Var på internet kan jag hitta information om tvättmedel?,LOC:other,4,35
1937,Vad kallar fransmännen La Manche?,ENTY:termeq,2,25
1938,Vad är ett enkelt sätt att räkna ungefärligt antal fiskar i en sjö?,ENTY:techmeth,2,24
1939,Hur rensar du en cache?,DESC:manner,0,4
1940,Vad hette Aristoteles Onassys båt?,ENTY:veh,2,26
1941,Vad är en rädsla för att vara smutsig?,ENTY:dismed,2,11
1942,"Vilket djur förekommer i Spielbergs ""Jaws""?",ENTY:animal,2,6
1943,Vad är den röda planeten?,DESC:def,0,2
1944,Advokatbyrån Shea & Gould hade ett kontor i LA i hur många år?,NUM:count,3,38
1945,Vilket är det vanligaste efternamnet i Amerika?,HUM:ind,5,30
1946,Hur lång tid tar det för den typiska amerikanen att äta 23 liter glass?,NUM:period,3,45
1947,Vad är skillnaden mellan en frukt och en grönsak?,DESC:desc,0,3
1948,Vilken typ av träd pryder Libanons flagga?,ENTY:plant,2,18
1949,Vad är tumlat marmor?,DESC:def,0,2
1950,Vilka är de olika sätten på vilka man kan mäta IT-användarnöjdhet?,ENTY:techmeth,2,24
1951,Vilken stad kallas ibland Aten av Schweiz?,LOC:city,4,32
1952,Var har bocci sitt ursprung?,LOC:other,4,35
1953,"Hur rör sig ljus genom rymdens tomrum om det inte finns något medium för det att ""bölja"" eller ""pulsera""?",DESC:manner,0,4
1954,Vilka är Valdez-principerna?,DESC:def,0,2
1955,Hur kan jag enkelt ta bort röda vinfläckar från t-shirts?,DESC:manner,0,4
1956,Hur skriver du MLA-stilbibliografier för en internetkälla?,DESC:manner,0,4
1957,Vem är Imam Hussain Ben Ali som shiamänniskor tror på?,HUM:desc,5,28
1958,Vad är ursprunget till ordet mördare?,DESC:desc,0,3
1959,"Var hittar jag information om Bob Barr, representant från Georgia?",LOC:other,4,35
1960,Vad är frekvensen för VHF?,NUM:other,3,43
1961,Vad är de arabiska siffrorna från 1 till 10?,DESC:desc,0,3
1962,Vad blir polisen i den kanadensiska utgåvan av Monopol?,ENTY:other,2,17
1963,Hur många röster krävs för att vinna ordförandeskapet?,NUM:count,3,38
1964,Vad är digitalis?,DESC:def,0,2
1965,Vilken typ av blommor odlar detektiv Nero Wolfe?,ENTY:plant,2,18
1966,Vad tillverkades papper av i slutet av 1500-talet?,ENTY:substance,2,22
1967,Vem var William Henry Harrison?,HUM:desc,5,28
1968,Vad var resultatet av Yaltakonferensen 1945?,DESC:desc,0,3
1969,"Vad är ""flintknapping""?",DESC:def,0,2
1970,Vad är den mest populära kontaktlinsfärgen?,ENTY:color,2,8
1971,Vilka var städerna i Dickens A Tale of Two Cities?,LOC:city,4,32
1972,Vad orsakar cancer i munnen?,DESC:reason,0,5
1973,Vilket år släpptes filmen de tio budorden?,NUM:date,3,39
1974,Vilken är den snabbaste fisken i världen?,ENTY:animal,2,6
1975,Vilken färg har de murade murarna i Kremlin?,ENTY:color,2,8
1976,Vad firas under veckan 21-27 februari?,ENTY:event,2,12
1977,Vad är skador på företag och myndigheter är orsakade av byråkrati?,ENTY:other,2,17
1978,Vilka länder har de bästa matematikstudenterna?,LOC:country,4,33
1979,När grundades företaget De Beers?,NUM:date,3,39
1980,Vad var en bönbok i Kalifornien för en gamblare i gamla västern?,ENTY:cremat,2,9
1981,Vem var den första svarta artisten som hade sitt eget nätverks-TV-program?,HUM:ind,5,30
1982,Vad är ett annat namn för aspartam?,ENTY:termeq,2,25
1983,Vad ansåg John F. Kennedy vara sitt största misstag i ämbetet?,DESC:desc,0,3
1984,Vad är förkortningen för trinitrotoluen?,ABBR:abb,1,0
1985,"Vilken varelse är den absolut snabbaste i rörelse i världen, fåglar, däggdjur, etc.?",ENTY:animal,2,6
1986,Vad är datumet för Bastilledagen?,NUM:date,3,39
1987,Vad är IOC en förkortning av?,ABBR:exp,1,1
1988,Vad är det stolta anspråket på berömmelse på de unga kvinnorna som bildade Kappa Alpha Theta?,DESC:reason,0,5
1989,Vilka två produkter använder en tiger som symbol?,ENTY:product,2,19
1990,"Var gick Freidreich Wilhelm Ludwig Leichhardt, preussisk född utforskare, i skolan?",LOC:other,4,35
1991,Vilka ögonfärger är mest känsliga för ljus?,ENTY:color,2,8
1992,Hur mycket folsyra ska en blivande mamma få dagligen?,NUM:count,3,38
1993,Vilket företag använder de okända ansikten från sina kändispersoner för att främja användningen av sin produkt?,HUM:gr,5,29
1994,Vilken sjukdom har Katharine Hepburn som får hennes röst att skaka?,ENTY:dismed,2,11
1995,Vad förklarade FCC: s ordförande Newton Minow att TV var den 9 maj 1961?,DESC:desc,0,3
1996,Hur mycket koffein är i en 16 oz kopp kaffe?,NUM:count,3,38
1997,Vad heter konsten att odla miniatyrträd?,ENTY:termeq,2,25
1998,Vilka två länder i Sydamerika är helt omgiva av land?,LOC:country,4,33
1999,Vad betyder Tiffany?,DESC:def,0,2
2000,Varför attraherar magneter?,DESC:reason,0,5
2001,Hur adresserar du en kinesisk person?,DESC:manner,0,4
2002,Vad är innebörden av talassemi?,DESC:def,0,2
2003,Vad är Columbia Tristars telefonnummer?,NUM:code,3,37
2004,Hur imponerar jag på en kille?,DESC:manner,0,4
2005,"Vad skapar metoden ""kall fusion""?",ENTY:techmeth,2,24
2006,När gifte sig prinsessan Diana och prins Charles?,NUM:date,3,39
2007,Vad bestämmer pärlans värde?,ENTY:other,2,17
2008,Vilket land styrde Hitler?,LOC:country,4,33
2009,Vad hette det amerikanska skeppet som sjönk av en gruva i Havannas hamn och orsakade det spansk-amerikanska kriget?,ENTY:veh,2,26
2010,Vem regisserade The Wild Bunch?,HUM:ind,5,30
2011,Vad är prydd med Jolly Roger?,ENTY:other,2,17
2012,Orange Bowl finns i vilken stad?,LOC:city,4,32
2013,Vad är alveolerna?,DESC:def,0,2
2014,Vilken komiker föddes Allen Stewart Konigsberg?,HUM:ind,5,30
2015,Hur många leor har varit påve?,NUM:count,3,38
2016,I vilken stat föddes Herbert Hoover?,LOC:state,4,36
2017,"Vilken tv-serie presenterade Neal, en martinidrinkande St. Bernard?",ENTY:cremat,2,9
2018,Vad utvecklade en spricka 1835 när den klämtade döden av USA:s överdomare John Marshall?,ENTY:other,2,17
2019,Hur många spelmän hade Old King Cole?,NUM:count,3,38
2020,"Vilken poet skrev: ""... Jag har löften att hålla, och mil kvar att åka innan jag sover""?",HUM:ind,5,30
2021,Vad är eten?,DESC:def,0,2
2022,"Vilken Irwin Allen-bomb har Richard Widmark som säger att han kommer att bli ""den första officer i historien som får sin rumpa sparkad av en röra buggar!""?",ENTY:cremat,2,9
2023,Vad är en rädsla för moln?,ENTY:dismed,2,11
2024,Vad är musiken som används i den nya VW Beetle-reklamen där bilen snurrar och byter färg?,ENTY:cremat,2,9
2025,Vad är en rädsla för graviditet?,ENTY:dismed,2,11
2026,Vad är befolkningen i Indien?,NUM:count,3,38
2027,"Vad är ursprunget till ordet ""pallbärare""?",DESC:desc,0,3
2028,Hur länge lever flugor?,NUM:period,3,45
2029,Varför är Microsofts Windows 3-programvara så framgångsrik?,DESC:reason,0,5
2030,Vem driver Andy Capps favoritpub?,HUM:ind,5,30
2031,Vilken stat producerar den bästa hummeren att äta?,LOC:state,4,36
2032,Hur många gånger om dagen går den typiska personen på toaletten?,NUM:count,3,38
2033,Vilken match började som en East-West-tävling mellan Michigan och Stanford 192?,ENTY:sport,2,21
2034,"Vilka öar fick sitt namn från den spanska baja mar, vilket betyder grunt vatten?",LOC:other,4,35
2035,"Vad är deadrise, nautiskt?",DESC:def,0,2
2036,Vad är Algeriets officiella språk?,ENTY:lang,2,15
2037,"Vad tog första priset i tidningen Omni för att hitta den ""ultimata obesvarbara frågan""?",ENTY:other,2,17
2038,"Vilka sex ord följer raden: ""Från en jack till en kung ...""?",ENTY:word,2,27
2039,Hur hittar jag en stad om jag har riktnumret?,DESC:manner,0,4
2040,Vilken författare av kokboken Days of Our Lives skrev 198 på som Liz Chandler i TV:s Days of Our Lives?,HUM:ind,5,30
2041,Vilka livsmedel innehåller mest protein?,ENTY:food,2,13
2042,Vilken president mördades av Charles J. Guiteau?,HUM:ind,5,30
2043,"Vilken serietidning från TV:s guldålder gick efter mottot ""Allt för ett skratt""?",HUM:ind,5,30
2044,Hur många fot är en baseballkastares gummi långt?,NUM:count,3,38
2045,Vad var Jackson Pollocks nationalitet?,LOC:country,4,33
2046,Vem uppfann spelet bowling?,HUM:ind,5,30
2047,Vilka är ormarna i New England?,ENTY:animal,2,6
2048,Hur många gånger större än livsstorleken är Frihetsgudinnan?,NUM:count,3,38
2049,Vad heter det land som Hitler styrde?,LOC:country,4,33
2050,Vilken grupp kidnappade Patricia Hearst?,HUM:gr,5,29
2051,Hur länge lever en människa?,NUM:period,3,45
2052,Var kan jag få amerikansk ekonomistatistik?,LOC:other,4,35
2053,Hur många Super Bowls har ersättarna vunnit?,NUM:count,3,38
2054,Vad gör du när musen inte fungerar så fort som den ska?,DESC:desc,0,3
2055,Vad är en gandy dansare?,DESC:def,0,2
2056,"Vem är skaparen av ""The Muppets""?",HUM:ind,5,30
2057,Vilka av följande kändisar startade sin show-biz-karriär som skivjockey?,HUM:ind,5,30
2058,Vilken Triple Crown-vinnande häst tog Belmont Stakes 1973 med 31 längder?,ENTY:animal,2,6
2059,Vad är det perfekta resultatet i en gymnastikövning?,NUM:other,3,43
2060,Vad kallas pricken på bokstaven i?,ENTY:termeq,2,25
2061,Vad är huvudstaden i Iowa?,LOC:city,4,32
2062,Vem bad dig göra Loco-Motion med henne 1962?,HUM:ind,5,30
2063,Vad är rathausen i Frankfurt?,DESC:def,0,2
2064,"Vilken president tjänstgjorde i fem år, sex månader och två dagar?",HUM:ind,5,30
2065,Vad kallar du känslan av att ha upplevt något tidigare?,ENTY:termeq,2,25
2066,Vilken händelse orsakade avvisandet av en toppkonferens mellan Eisenhower och Khrushchev?,DESC:reason,0,5
2067,Vad är den förkortade formen av National Bureau of Investigation?,ABBR:abb,1,0
2068,"Vad är en rädsla för lukt, kropp?",ENTY:dismed,2,11
2069,Vad är formeln för att beräkna pi?,ENTY:techmeth,2,24
2070,Vad är skillnaden mellan en ungkarl och en lägenhet med 1 sovrum?,DESC:desc,0,3
2071,Vad är Drew Barrymores mellannamn?,HUM:ind,5,30
2072,Hur skriver man en bokrapport?,DESC:manner,0,4
2073,"Vad är Cobol, Fortran och Pascal?",DESC:def,0,2
2074,Vad är Supergirls hemliga identitet?,HUM:ind,5,30
2075,"Vad är den amerikanska federala regeringens webbplats för standardindustriklassificeringskoder, SIC?",LOC:other,4,35
2076,Vilken domstol beskriver Bob Woodward i The Brethren?,HUM:gr,5,29
2077,Vem gjorde det första surfbrädet?,HUM:ind,5,30
2078,Vad heter polisen som försökte hålla ordning i Top Cat's kvarter?,HUM:ind,5,30
2079,Vid vilket datum blev Rosa Parks en symbol för medborgerliga rättigheter för att vägra ge upp sin plats i bussen?,NUM:date,3,39
2080,Vilka är de högst betalande oddsen på ett roulettebord?,NUM:perc,3,44
2081,"Vilket år antog US Marine Corps mottot ""Semper Fidelis""?",NUM:date,3,39
2082,Hur många filmer gjorde Ingmar Bergman?,NUM:count,3,38
2083,Vad samlar en deltiolog in?,ENTY:other,2,17
2084,Vad är Garry Kasparov känd för?,DESC:reason,0,5
2085,"Vad står ""c"" för i ekvationen E = mc2?",ABBR:exp,1,1
2086,Vem är den grekiska havets Gud?,HUM:ind,5,30
2087,Vilken välkänd musikpersonlighet är far till en adopterad son som heter Hans Christian Henderson?,HUM:ind,5,30
2088,Hur mäter man solens värme?,DESC:manner,0,4
2089,Varför har vissa människor två olika ögonfärger?,DESC:reason,0,5
2090,Vilket ben rör sig en katt med vänster framben när han går - vänster bak eller höger bakben?,ENTY:body,2,7
2091,När producerades den första Barbie?,NUM:date,3,39
2092,Vilket är det hårdaste ämnet i människokroppen?,ENTY:substance,2,22
2093,Vem var den första kvinnliga guvernören i Wyoming?,HUM:ind,5,30
2094,Hur många fler veckor på vintern finns det om ett marksvin ser sin skugga?,NUM:count,3,38
2095,"Vilken Green Bay Packers tränare filosoferade: ""Det finns ingenting som när elden som hat""?",HUM:ind,5,30
2096,Hur hittar fåglar tillbaka till samma plats varje år?,DESC:manner,0,4
2097,Var ligger Henry Ford Museum?,LOC:other,4,35
2098,Namnge en film som har vunnit Golden Bear i Berlin Film Festival?,ENTY:cremat,2,9
2099,Vad kallas International Lawn Tennis Challenge Trophy vanligtvis?,ENTY:termeq,2,25
2100,Vilket år började nylonstrumpor säljas först?,NUM:date,3,39
2101,Vad är en forskningsexpedition inom bergsklättring?,ENTY:sport,2,21
2102,På vilket flyg begick Fawaz Younis luftsjöröveri och gisslanstagning?,ENTY:veh,2,26
2103,Vilka är de tio största städerna i USA?,LOC:city,4,32
2104,Vad är en vårta?,DESC:def,0,2
2105,Vad spelas rymdboll på?,DESC:def,0,2
2106,Hur sprids rabies?,DESC:manner,0,4
2107,Vilken berömd komiker försökte nyligen utan att lyckas återuppliva pjäsen?,HUM:ind,5,30
2108,Vad är Drew Barrymores e-postadress?,LOC:other,4,35
2109,Hur kan du se om någon ljuger?,DESC:manner,0,4
2110,Vad är skillnaden mellan en inledning och ett förord?,DESC:desc,0,3
2111,Vad är naglar gjorda av?,ENTY:substance,2,22
2112,Vilken nationalitet var de 123 människor som dog i Black Hole of Calcutta?,LOC:country,4,33
2113,Vad betyder stormvåg på japanska?,DESC:def,0,2
2114,Varför steriliserar de nålen för dödlig injektion?,DESC:reason,0,5
2115,Vilken TV-familj köper ibland eclairs från Nelson's Bakery?,HUM:ind,5,30
2116,Hur kan du få rostfläckar ur kläderna?,DESC:manner,0,4
2117,Hur kontaktar en liten affärsman Good Humor Ice Cream-företaget för att göra affärer med dem?,DESC:manner,0,4
2118,Vilken gåtfull amerikansk vicepresident en gång prövades och frikändes för förräderi i ett komplott för att inrätta ett eget oberoende imperium i väst?,HUM:ind,5,30
2119,Vem var Charles Lindberghs fru?,HUM:ind,5,30
2120,Vem sjunger Angel Eyes från 80-talet?,HUM:ind,5,30
2121,När slutade juraperioden?,NUM:date,3,39
2122,Vad är det enda du behöver innan du kan köpa livförsäkring?,ENTY:other,2,17
2123,Vad fick Titanic att sjunka?,DESC:reason,0,5
2124,Vad är den kemiosmotiska teorin?,DESC:def,0,2
2125,Vilken information kan du berätta om skådespelaren James Cromwell?,HUM:desc,5,28
